transaction_id,account_id,type,amount
1968,1123,DEPOSIT,49458.32
1969,775,DEPOSIT,15366.6
1970,1479,WITHDRAW,40296.82
1971,487,TRANSFER_OUT,8762.11
1972,743,DEPOSIT,11724.18
1973,587,WITHDRAW,23824.18
1974,567,TRANSFER_OUT,3289.51
1975,231,DEPOSIT,17827.11
1976,1300,WITHDRAW,1936.91
1977,1204,WITHDRAW,46437.56
1978,1415,TRANSFER_IN,38572.63
1979,427,TRANSFER_IN,47096.76
1980,960,TRANSFER_OUT,25857.93
1981,697,TRANSFER_OUT,25915.72
1982,832,TRANSFER_IN,28604.56
1983,506,TRANSFER_IN,26147.23
1984,860,DEPOSIT,29023.26
1985,1054,TRANSFER_OUT,39877.85
1986,193,TRANSFER_OUT,825.49
1987,1216,WITHDRAW,19590.2
1988,350,WITHDRAW,40542.1
1989,323,TRANSFER_IN,41935.59
1990,1181,TRANSFER_IN,42081.06
1991,1473,TRANSFER_OUT,44257.83
1992,940,TRANSFER_IN,20576.58
1993,971,DEPOSIT,34709.51
1994,370,TRANSFER_IN,24595.49
1995,503,WITHDRAW,20378.85
1996,1098,WITHDRAW,4854.36
1997,1396,DEPOSIT,5117.39
1998,1207,DEPOSIT,8154.44
1999,1196,DEPOSIT,46038.27
2000,1477,DEPOSIT,4685.38
2001,1360,TRANSFER_IN,10610.22
2002,238,TRANSFER_OUT,47015.04
2003,172,TRANSFER_IN,217.58
2004,798,TRANSFER_OUT,34342.68
2005,1490,TRANSFER_OUT,13894.97
2006,928,TRANSFER_OUT,6287.99
2007,777,TRANSFER_OUT,38117.37
2008,229,WITHDRAW,27627.84
2009,1188,DEPOSIT,17158.11
2010,880,TRANSFER_OUT,12241.35
2011,122,TRANSFER_OUT,18752.18
2012,1152,TRANSFER_IN,9697.68
2013,1292,DEPOSIT,17803.0
2014,271,DEPOSIT,42696.55
2015,1032,WITHDRAW,17638.63
2016,1155,TRANSFER_OUT,48653.93
2017,1302,TRANSFER_IN,20678.07
2018,1169,TRANSFER_OUT,37200.81
2019,92,WITHDRAW,20033.78
2020,609,TRANSFER_OUT,6118.17
2021,67,TRANSFER_IN,15257.48
2022,591,WITHDRAW,46754.05
2023,1234,TRANSFER_IN,28639.73
2024,667,DEPOSIT,7843.59
2025,746,DEPOSIT,10883.56
2026,1488,DEPOSIT,1128.94
2027,1479,TRANSFER_OUT,43783.72
2028,1206,TRANSFER_OUT,27669.1
2029,47,DEPOSIT,7959.21
2030,886,TRANSFER_IN,47494.99
2031,396,TRANSFER_OUT,37657.07
2032,1142,WITHDRAW,4246.03
2033,949,DEPOSIT,28248.66
2034,36,TRANSFER_OUT,30106.48
2035,955,TRANSFER_OUT,825.7
2036,1037,TRANSFER_IN,5874.29
2037,657,TRANSFER_IN,16255.11
2038,1490,WITHDRAW,31365.36
2039,1186,TRANSFER_OUT,27286.83
2040,605,TRANSFER_IN,33108.12
2041,12,TRANSFER_IN,2526.15
2042,297,TRANSFER_IN,20835.7
2043,1256,TRANSFER_IN,25906.2
2044,568,TRANSFER_IN,4624.78
2045,460,WITHDRAW,21109.62
2046,459,TRANSFER_IN,33839.93
2047,1052,DEPOSIT,6259.34
2048,1163,DEPOSIT,12573.81
2049,552,DEPOSIT,39603.47
2050,505,DEPOSIT,23622.02
2051,676,TRANSFER_OUT,29297.72
2052,106,DEPOSIT,21049.08
2053,579,WITHDRAW,40971.27
2054,1360,TRANSFER_OUT,34743.49
2055,1468,TRANSFER_IN,43489.89
2056,73,WITHDRAW,42638.64
2057,606,DEPOSIT,5326.29
2058,20,TRANSFER_IN,2567.91
2059,677,TRANSFER_OUT,35597.42
2060,1294,DEPOSIT,42406.35
2061,1459,WITHDRAW,48889.84
2062,166,DEPOSIT,37175.68
2063,1343,TRANSFER_OUT,41272.96
2064,678,WITHDRAW,26018.61
2065,108,TRANSFER_IN,19473.06
2066,1035,WITHDRAW,3658.51
2067,1494,DEPOSIT,21296.12
2068,712,DEPOSIT,20805.51
2069,1030,WITHDRAW,4269.78
2070,73,TRANSFER_IN,48343.15
2071,1219,TRANSFER_OUT,41018.96
2072,1082,TRANSFER_OUT,34728.7
2073,197,TRANSFER_IN,6267.21
2074,391,TRANSFER_IN,45497.89
2075,97,WITHDRAW,22602.91
2076,903,TRANSFER_IN,11805.55
2077,255,DEPOSIT,29970.94
2078,360,DEPOSIT,31281.41
2079,61,DEPOSIT,13601.65
2080,660,TRANSFER_IN,22555.51
2081,843,DEPOSIT,5651.82
2082,740,TRANSFER_OUT,32486.21
2083,224,TRANSFER_IN,35054.83
2084,717,WITHDRAW,31336.46
2085,790,DEPOSIT,28430.42
2086,155,TRANSFER_OUT,24964.56
2087,234,WITHDRAW,1386.57
2088,1028,TRANSFER_IN,37679.04
2089,565,WITHDRAW,32575.57
2090,704,TRANSFER_OUT,41676.58
2091,64,TRANSFER_OUT,17194.16
2092,117,DEPOSIT,46069.35
2093,970,WITHDRAW,2405.3
2094,37,WITHDRAW,26609.19
2095,203,DEPOSIT,13307.62
2096,205,WITHDRAW,24956.29
2097,232,TRANSFER_IN,49117.81
2098,833,WITHDRAW,46847.07
2099,1117,TRANSFER_IN,22258.69
2100,604,TRANSFER_OUT,12718.92
2101,529,WITHDRAW,12786.13
2102,612,DEPOSIT,15759.52
2103,149,DEPOSIT,19381.04
2104,1356,DEPOSIT,6936.38
2105,927,WITHDRAW,7744.54
2106,309,TRANSFER_IN,32444.6
2107,1458,TRANSFER_OUT,13676.22
2108,1230,WITHDRAW,13707.15
2109,1373,TRANSFER_IN,42560.64
2110,499,WITHDRAW,10714.25
2111,1371,DEPOSIT,7729.91
2112,831,TRANSFER_IN,11438.84
2113,309,TRANSFER_OUT,45950.8
2114,613,TRANSFER_IN,37817.85
2115,1314,DEPOSIT,44667.37
2116,289,WITHDRAW,42160.13
2117,757,DEPOSIT,43985.67
2118,1489,TRANSFER_IN,46806.04
2119,1286,DEPOSIT,9435.08
2120,609,TRANSFER_IN,39743.95
2121,778,DEPOSIT,5548.23
2122,441,TRANSFER_IN,45295.14
2123,736,DEPOSIT,37615.72
2124,51,DEPOSIT,23780.52
2125,1303,DEPOSIT,11369.38
2126,695,TRANSFER_OUT,41793.97
2127,822,WITHDRAW,47501.98
2128,656,TRANSFER_IN,17097.76
2129,205,DEPOSIT,6524.31
2130,834,WITHDRAW,13041.46
2131,331,DEPOSIT,25087.63
2132,1346,DEPOSIT,29782.78
2133,420,DEPOSIT,33830.44
2134,877,TRANSFER_IN,7467.61
2135,1211,WITHDRAW,30427.11
2136,811,TRANSFER_OUT,47946.53
2137,182,TRANSFER_IN,25457.6
2138,503,DEPOSIT,3723.98
2139,932,TRANSFER_IN,11887.1
2140,809,TRANSFER_OUT,11308.91
2141,239,TRANSFER_IN,5164.42
2142,753,DEPOSIT,20687.59
2143,788,WITHDRAW,6186.75
2144,620,TRANSFER_OUT,46239.27
2145,878,DEPOSIT,10254.6
2146,1122,DEPOSIT,26966.92
2147,637,WITHDRAW,8480.06
2148,405,TRANSFER_OUT,41074.73
2149,1083,DEPOSIT,24511.96
2150,519,WITHDRAW,39023.59
2151,309,DEPOSIT,4786.39
2152,957,WITHDRAW,24841.11
2153,922,DEPOSIT,35914.24
2154,1282,DEPOSIT,6773.5
2155,1198,WITHDRAW,3105.86
2156,53,TRANSFER_OUT,34121.13
2157,433,TRANSFER_IN,29306.86
2158,1478,TRANSFER_OUT,1769.65
2159,768,TRANSFER_OUT,42398.64
2160,1177,WITHDRAW,46293.21
2161,1055,TRANSFER_OUT,7769.69
2162,928,WITHDRAW,42832.85
2163,29,DEPOSIT,10703.07
2164,569,WITHDRAW,27941.26
2165,114,TRANSFER_IN,34074.68
2166,503,DEPOSIT,12196.35
2167,1251,TRANSFER_OUT,22102.76
2168,57,TRANSFER_OUT,29930.74
2169,1132,DEPOSIT,11483.27
2170,1124,TRANSFER_OUT,32132.93
2171,453,TRANSFER_IN,27155.04
2172,241,TRANSFER_IN,14615.7
2173,391,TRANSFER_OUT,3754.61
2174,772,WITHDRAW,44439.56
2175,307,DEPOSIT,49224.35
2176,802,DEPOSIT,23934.41
2177,437,TRANSFER_OUT,47858.65
2178,1187,DEPOSIT,44864.66
2179,116,WITHDRAW,21973.27
2180,64,TRANSFER_OUT,20558.74
2181,318,DEPOSIT,47031.95
2182,763,TRANSFER_IN,5977.19
2183,176,TRANSFER_IN,19975.36
2184,256,DEPOSIT,49951.61
2185,533,TRANSFER_OUT,31325.35
2186,1037,WITHDRAW,42168.15
2187,945,DEPOSIT,593.17
2188,1365,WITHDRAW,49646.29
2189,1467,WITHDRAW,12277.72
2190,372,DEPOSIT,36781.32
2191,964,DEPOSIT,17997.72
2192,1331,DEPOSIT,37509.48
2193,352,TRANSFER_OUT,9039.99
2194,438,DEPOSIT,4580.61
2195,276,TRANSFER_OUT,28051.01
2196,1417,TRANSFER_IN,23893.27
2197,173,TRANSFER_OUT,15370.29
2198,204,TRANSFER_IN,330.81
2199,778,TRANSFER_OUT,41165.53
2200,609,TRANSFER_OUT,13207.94
2201,751,DEPOSIT,4207.58
2202,475,WITHDRAW,4334.85
2203,1283,TRANSFER_OUT,28333.06
2204,230,DEPOSIT,48110.7
2205,309,DEPOSIT,30364.02
2206,483,WITHDRAW,39731.84
2207,1113,TRANSFER_IN,9477.88
2208,261,DEPOSIT,22852.8
2209,1245,WITHDRAW,30675.45
2210,293,DEPOSIT,35751.92
2211,505,WITHDRAW,932.53
2212,830,TRANSFER_OUT,21826.55
2213,1163,TRANSFER_IN,7967.88
2214,357,DEPOSIT,13876.61
2215,1123,TRANSFER_IN,39130.13
2216,195,WITHDRAW,34983.48
2217,1397,WITHDRAW,18222.26
2218,695,TRANSFER_IN,17247.56
2219,234,TRANSFER_IN,25761.22
2220,1112,WITHDRAW,6645.94
2221,1166,WITHDRAW,34870.08
2222,1297,WITHDRAW,5162.02
2223,363,DEPOSIT,4153.62
2224,613,DEPOSIT,30000.29
2225,411,WITHDRAW,8673.82
2226,2,TRANSFER_OUT,8354.24
2227,1173,WITHDRAW,225.83
2228,896,TRANSFER_OUT,16969.74
2229,799,DEPOSIT,40974.78
2230,1442,TRANSFER_IN,39783.49
2231,503,TRANSFER_OUT,25370.94
2232,328,DEPOSIT,47503.35
2233,954,WITHDRAW,21356.09
2234,408,TRANSFER_OUT,48956.47
2235,1352,TRANSFER_OUT,36147.03
2236,829,WITHDRAW,36947.48
2237,20,TRANSFER_IN,36202.56
2238,838,DEPOSIT,35921.27
2239,1139,TRANSFER_IN,47900.75
2240,213,WITHDRAW,41256.92
2241,1388,DEPOSIT,10004.62
2242,228,WITHDRAW,41484.13
2243,738,DEPOSIT,7862.24
2244,618,DEPOSIT,25988.23
2245,1408,DEPOSIT,21895.2
2246,10,WITHDRAW,22064.91
2247,890,TRANSFER_IN,21308.95
2248,113,TRANSFER_OUT,45757.58
2249,777,WITHDRAW,12559.21
2250,754,TRANSFER_OUT,24739.66
2251,1477,DEPOSIT,29410.05
2252,617,TRANSFER_OUT,41047.64
2253,1483,WITHDRAW,8174.27
2254,1045,TRANSFER_OUT,27234.83
2255,265,WITHDRAW,24544.59
2256,706,TRANSFER_OUT,8017.73
2257,454,DEPOSIT,25079.94
2258,1163,WITHDRAW,18871.23
2259,55,TRANSFER_OUT,24803.36
2260,648,DEPOSIT,37758.78
2261,438,TRANSFER_OUT,31179.94
2262,635,TRANSFER_IN,9976.32
2263,1034,WITHDRAW,41918.55
2264,1015,WITHDRAW,316.58
2265,1391,TRANSFER_IN,19359.71
2266,1198,DEPOSIT,3752.91
2267,383,TRANSFER_IN,16936.44
2268,934,TRANSFER_IN,11767.97
2269,828,WITHDRAW,31618.04
2270,1478,WITHDRAW,2649.54
2271,1279,WITHDRAW,38870.69
2272,732,TRANSFER_IN,24248.48
2273,623,TRANSFER_IN,34074.56
2274,1354,TRANSFER_IN,32307.15
2275,929,TRANSFER_OUT,401.4
2276,57,WITHDRAW,49888.95
2277,251,TRANSFER_IN,11682.96
2278,335,WITHDRAW,5129.04
2279,1264,TRANSFER_IN,44083.83
2280,813,TRANSFER_OUT,28255.58
2281,628,WITHDRAW,7246.61
2282,408,TRANSFER_OUT,33291.94
2283,525,DEPOSIT,4640.37
2284,272,WITHDRAW,35070.91
2285,827,TRANSFER_OUT,19124.82
2286,94,DEPOSIT,37021.8
2287,1154,TRANSFER_IN,21158.41
2288,1489,TRANSFER_OUT,4191.88
2289,1011,WITHDRAW,6274.27
2290,1179,DEPOSIT,25081.4
2291,609,TRANSFER_OUT,39103.3
2292,1266,WITHDRAW,3372.77
2293,41,WITHDRAW,18169.88
2294,1148,TRANSFER_OUT,34320.64
2295,942,TRANSFER_IN,38665.83
2296,498,WITHDRAW,4177.35
2297,1224,TRANSFER_IN,13049.23
2298,73,DEPOSIT,27700.29
2299,59,TRANSFER_IN,47444.52
2300,740,TRANSFER_OUT,169.23
2301,1423,TRANSFER_IN,36992.95
2302,978,TRANSFER_OUT,3011.74
2303,540,WITHDRAW,8626.29
2304,1340,DEPOSIT,35061.49
2305,594,WITHDRAW,12299.47
2306,1487,DEPOSIT,15990.53
2307,1093,TRANSFER_IN,39089.66
2308,861,TRANSFER_OUT,38598.76
2309,931,WITHDRAW,13087.26
2310,292,DEPOSIT,4256.7
2311,1046,TRANSFER_IN,32182.12
2312,464,TRANSFER_OUT,29078.16
2313,1264,DEPOSIT,40631.82
2314,893,TRANSFER_IN,4503.43
2315,756,TRANSFER_OUT,1103.93
2316,357,TRANSFER_IN,18843.52
2317,1312,DEPOSIT,14861.0
2318,1239,DEPOSIT,19905.2
2319,1029,TRANSFER_IN,141.09
2320,212,TRANSFER_OUT,40988.35
2321,1365,DEPOSIT,6929.16
2322,1457,WITHDRAW,6838.78
2323,886,TRANSFER_OUT,40834.11
2324,1191,DEPOSIT,3822.49
2325,926,WITHDRAW,35311.44
2326,1346,TRANSFER_OUT,39573.55
2327,405,TRANSFER_IN,31563.04
2328,400,TRANSFER_IN,46130.89
2329,137,DEPOSIT,9840.35
2330,65,TRANSFER_OUT,33517.73
2331,360,TRANSFER_OUT,40240.33
2332,1278,TRANSFER_OUT,27716.47
2333,589,TRANSFER_IN,36225.45
2334,813,DEPOSIT,5546.09
2335,1465,TRANSFER_IN,452.88
2336,1264,TRANSFER_OUT,46466.07
2337,478,TRANSFER_OUT,8635.67
2338,698,WITHDRAW,19881.95
2339,606,TRANSFER_IN,1976.51
2340,1018,TRANSFER_OUT,3714.94
2341,298,WITHDRAW,26053.05
2342,599,DEPOSIT,27200.87
2343,1238,TRANSFER_OUT,32392.05
2344,1058,DEPOSIT,6041.85
2345,1009,WITHDRAW,36778.29
2346,491,WITHDRAW,45741.61
2347,736,DEPOSIT,28823.75
2348,867,TRANSFER_IN,32983.63
2349,830,WITHDRAW,17571.51
2350,952,TRANSFER_IN,42541.6
2351,490,TRANSFER_OUT,2239.12
2352,1059,TRANSFER_IN,30794.5
2353,1283,TRANSFER_OUT,32053.72
2354,334,TRANSFER_IN,35700.6
2355,893,DEPOSIT,37271.3
2356,402,WITHDRAW,14186.17
2357,181,DEPOSIT,44331.87
2358,1298,TRANSFER_IN,17693.68
2359,890,WITHDRAW,36847.05
2360,161,DEPOSIT,31296.59
2361,411,TRANSFER_IN,15273.05
2362,255,TRANSFER_OUT,1978.03
2363,178,TRANSFER_IN,28387.06
2364,898,TRANSFER_IN,27582.57
2365,846,TRANSFER_IN,1655.13
2366,900,TRANSFER_IN,31886.79
2367,42,WITHDRAW,30913.24
2368,181,WITHDRAW,3988.07
2369,703,DEPOSIT,31460.04
2370,77,TRANSFER_IN,31344.98
2371,1306,DEPOSIT,1890.79
2372,664,TRANSFER_IN,40350.59
2373,1144,WITHDRAW,32532.69
2374,608,DEPOSIT,32099.62
2375,1203,DEPOSIT,32191.38
2376,80,TRANSFER_IN,43224.04
2377,932,TRANSFER_OUT,17259.29
2378,565,WITHDRAW,36398.19
2379,264,DEPOSIT,45636.86
2380,1342,TRANSFER_IN,19719.71
2381,195,TRANSFER_IN,38335.22
2382,335,DEPOSIT,34886.95
2383,821,TRANSFER_OUT,27335.86
2384,38,TRANSFER_IN,46601.73
2385,1499,TRANSFER_OUT,36872.82
2386,388,WITHDRAW,30048.08
2387,1466,WITHDRAW,14830.76
2388,520,TRANSFER_OUT,24871.05
2389,1291,WITHDRAW,16615.46
2390,1179,TRANSFER_IN,46509.27
2391,157,WITHDRAW,5046.7
2392,1158,DEPOSIT,21074.43
2393,846,TRANSFER_IN,29514.01
2394,159,TRANSFER_OUT,40029.79
2395,1137,WITHDRAW,8246.8
2396,66,TRANSFER_IN,7022.48
2397,611,TRANSFER_OUT,9490.37
2398,442,WITHDRAW,12517.48
2399,127,TRANSFER_IN,775.28
2400,322,TRANSFER_IN,36124.68
2401,558,TRANSFER_OUT,30499.73
2402,254,DEPOSIT,44524.81
2403,239,WITHDRAW,45734.88
2404,1499,DEPOSIT,6719.38
2405,1385,WITHDRAW,17891.51
2406,517,WITHDRAW,33995.98
2407,998,DEPOSIT,48982.8
2408,2,TRANSFER_OUT,22848.36
2409,808,TRANSFER_OUT,28847.72
2410,151,TRANSFER_OUT,5252.71
2411,43,TRANSFER_IN,37481.12
2412,1201,WITHDRAW,6940.68
2413,626,DEPOSIT,2567.5
2414,1133,DEPOSIT,23195.33
2415,1162,TRANSFER_IN,32157.0
2416,898,WITHDRAW,6714.38
2417,1475,WITHDRAW,29209.35
2418,771,DEPOSIT,16369.91
2419,467,DEPOSIT,31723.22
2420,1191,TRANSFER_IN,11110.43
2421,544,TRANSFER_IN,29266.4
2422,87,TRANSFER_IN,4198.43
2423,1254,TRANSFER_OUT,39581.06
2424,278,TRANSFER_IN,33206.95
2425,1100,DEPOSIT,5874.78
2426,1020,DEPOSIT,1236.02
2427,560,TRANSFER_IN,26242.26
2428,1437,DEPOSIT,21017.48
2429,277,TRANSFER_OUT,38462.4
2430,354,TRANSFER_IN,45587.1
2431,439,DEPOSIT,43602.29
2432,667,TRANSFER_OUT,10772.76
2433,1494,WITHDRAW,43642.74
2434,398,TRANSFER_OUT,28397.42
2435,221,TRANSFER_OUT,3373.08
2436,812,WITHDRAW,27244.54
2437,1290,WITHDRAW,43542.2
2438,392,DEPOSIT,37408.43
2439,602,TRANSFER_IN,10433.29
2440,296,DEPOSIT,38164.64
2441,1099,WITHDRAW,21159.56
2442,692,WITHDRAW,12515.21
2443,406,DEPOSIT,38862.6
2444,1089,TRANSFER_OUT,18218.05
2445,891,DEPOSIT,28210.24
2446,624,DEPOSIT,31971.9
2447,314,DEPOSIT,18042.72
2448,1088,TRANSFER_OUT,48737.43
2449,79,DEPOSIT,46261.1
2450,128,WITHDRAW,25485.21
2451,510,WITHDRAW,10957.89
2452,1061,DEPOSIT,16027.13
2453,277,TRANSFER_OUT,32751.79
2454,89,TRANSFER_OUT,15690.97
2455,596,TRANSFER_IN,4550.93
2456,81,DEPOSIT,19182.77
2457,212,DEPOSIT,35332.31
2458,406,WITHDRAW,31184.05
2459,175,WITHDRAW,6897.79
2460,500,TRANSFER_IN,30436.98
2461,733,TRANSFER_IN,11291.2
2462,1448,DEPOSIT,48579.54
2463,1383,TRANSFER_IN,49830.69
2464,91,DEPOSIT,46974.25
2465,1400,DEPOSIT,9341.22
2466,1113,TRANSFER_IN,29637.07
2467,178,TRANSFER_OUT,25532.03
2468,890,DEPOSIT,39084.54
2469,39,WITHDRAW,10981.15
2470,905,TRANSFER_IN,35829.43
2471,321,WITHDRAW,45645.1
2472,858,TRANSFER_OUT,25800.01
2473,126,WITHDRAW,11187.25
2474,1317,TRANSFER_IN,18579.55
2475,924,TRANSFER_OUT,13652.38
2476,1001,DEPOSIT,31660.05
2477,945,WITHDRAW,10467.67
2478,286,TRANSFER_OUT,257.13
2479,129,TRANSFER_OUT,1390.1
2480,647,WITHDRAW,36364.54
2481,609,TRANSFER_IN,3665.89
2482,1370,DEPOSIT,7573.94
2483,490,TRANSFER_OUT,6315.41
2484,1205,DEPOSIT,35364.04
2485,93,DEPOSIT,30423.58
2486,914,TRANSFER_IN,6883.05
2487,274,DEPOSIT,49580.0
2488,510,TRANSFER_IN,34803.48
2489,1061,TRANSFER_OUT,25162.12
2490,274,TRANSFER_OUT,24501.88
2491,1287,TRANSFER_IN,1297.02
2492,476,WITHDRAW,26393.91
2493,1030,TRANSFER_IN,25246.73
2494,389,TRANSFER_IN,33412.0
2495,1316,TRANSFER_IN,6830.37
2496,1360,TRANSFER_IN,32877.95
2497,462,WITHDRAW,6096.82
2498,1348,TRANSFER_OUT,26793.77
2499,826,WITHDRAW,10391.53
2500,1013,WITHDRAW,14841.8
2501,247,TRANSFER_OUT,39602.02
2502,247,TRANSFER_IN,13000.97
2503,438,TRANSFER_OUT,17029.4
2504,851,TRANSFER_OUT,46381.27
2505,670,TRANSFER_IN,27126.99
2506,50,TRANSFER_IN,11969.06
2507,68,DEPOSIT,47369.58
2508,759,DEPOSIT,45458.96
2509,449,TRANSFER_OUT,41472.54
2510,1374,TRANSFER_IN,3095.9
2511,1148,DEPOSIT,16083.33
2512,969,WITHDRAW,27497.61
2513,834,TRANSFER_OUT,13656.0
2514,1038,TRANSFER_IN,27570.92
2515,1481,TRANSFER_IN,11462.58
2516,1452,DEPOSIT,29901.22
2517,1469,TRANSFER_OUT,2436.11
2518,735,TRANSFER_IN,23061.08
2519,331,TRANSFER_OUT,20866.43
2520,75,TRANSFER_OUT,23306.89
2521,1185,TRANSFER_IN,6488.53
2522,53,DEPOSIT,6552.75
2523,1085,TRANSFER_OUT,31170.51
2524,501,TRANSFER_IN,4505.51
2525,333,TRANSFER_IN,26139.43
2526,258,WITHDRAW,18366.74
2527,582,DEPOSIT,37811.05
2528,1367,TRANSFER_OUT,11376.24
2529,1241,WITHDRAW,16928.63
2530,372,TRANSFER_OUT,36640.29
2531,749,WITHDRAW,37705.83
2532,33,WITHDRAW,30189.33
2533,755,TRANSFER_OUT,27942.94
2534,618,TRANSFER_OUT,20481.07
2535,1129,DEPOSIT,28771.5
2536,461,WITHDRAW,1308.07
2537,1483,TRANSFER_IN,6316.63
2538,286,WITHDRAW,393.07
2539,501,TRANSFER_OUT,30654.61
2540,210,TRANSFER_OUT,22374.9
2541,161,WITHDRAW,34061.1
2542,266,DEPOSIT,44847.84
2543,287,TRANSFER_OUT,24719.43
2544,879,TRANSFER_IN,45752.4
2545,1381,TRANSFER_IN,20448.16
2546,450,DEPOSIT,19642.12
2547,1211,WITHDRAW,27824.91
2548,1376,TRANSFER_OUT,7751.76
2549,1156,WITHDRAW,24250.8
2550,1084,DEPOSIT,18906.9
2551,982,WITHDRAW,11901.92
2552,961,TRANSFER_OUT,23989.05
2553,1260,TRANSFER_IN,30315.13
2554,588,TRANSFER_IN,33843.63
2555,1136,TRANSFER_IN,12643.25
2556,728,TRANSFER_IN,12236.96
2557,599,TRANSFER_OUT,33995.94
2558,455,DEPOSIT,29511.45
2559,720,TRANSFER_OUT,35191.5
2560,765,TRANSFER_IN,3891.15
2561,1342,WITHDRAW,20609.23
2562,1394,WITHDRAW,33750.14
2563,1349,DEPOSIT,5499.58
2564,167,DEPOSIT,37517.14
2565,211,WITHDRAW,33068.76
2566,372,TRANSFER_IN,35480.46
2567,384,TRANSFER_IN,20399.63
2568,406,WITHDRAW,396.12
2569,279,DEPOSIT,24000.11
2570,1358,DEPOSIT,13558.64
2571,339,TRANSFER_IN,34870.43
2572,1092,TRANSFER_OUT,46199.3
2573,599,DEPOSIT,47441.44
2574,115,TRANSFER_OUT,16495.56
2575,934,DEPOSIT,11373.24
2576,952,TRANSFER_OUT,8272.53
2577,870,TRANSFER_OUT,31627.48
2578,1192,TRANSFER_IN,13764.45
2579,1372,DEPOSIT,11256.01
2580,701,TRANSFER_IN,39053.54
2581,397,DEPOSIT,42143.72
2582,1363,TRANSFER_OUT,48659.76
2583,1361,DEPOSIT,24707.41
2584,741,WITHDRAW,34451.82
2585,879,TRANSFER_OUT,45328.2
2586,510,DEPOSIT,43673.44
2587,452,DEPOSIT,47068.54
2588,831,TRANSFER_OUT,31065.05
2589,1201,DEPOSIT,22195.43
2590,1435,DEPOSIT,33235.97
2591,39,TRANSFER_OUT,24691.34
2592,103,TRANSFER_IN,26693.6
2593,658,TRANSFER_IN,15881.54
2594,119,TRANSFER_IN,29776.14
2595,1144,DEPOSIT,825.69
2596,1083,TRANSFER_OUT,49729.66
2597,444,DEPOSIT,47463.7
2598,649,DEPOSIT,24057.82
2599,1021,WITHDRAW,48509.76
2600,1260,TRANSFER_IN,32836.72
2601,547,TRANSFER_OUT,33976.24
2602,1328,TRANSFER_IN,9010.58
2603,51,WITHDRAW,9728.85
2604,1068,TRANSFER_OUT,48880.54
2605,1006,TRANSFER_IN,36405.94
2606,178,DEPOSIT,2819.21
2607,497,TRANSFER_IN,19134.2
2608,870,DEPOSIT,15337.42
2609,284,DEPOSIT,25130.81
2610,263,TRANSFER_IN,19042.61
2611,542,DEPOSIT,45704.0
2612,797,WITHDRAW,5195.97
2613,444,DEPOSIT,4824.72
2614,865,DEPOSIT,3608.35
2615,1295,TRANSFER_IN,27152.68
2616,1106,WITHDRAW,12131.93
2617,334,TRANSFER_OUT,13258.13
2618,274,WITHDRAW,49353.17
2619,866,WITHDRAW,3632.45
2620,365,WITHDRAW,27818.88
2621,25,DEPOSIT,12548.77
2622,1226,WITHDRAW,12441.62
2623,1373,TRANSFER_IN,37507.95
2624,89,TRANSFER_OUT,22485.75
2625,396,WITHDRAW,38618.69
2626,1022,TRANSFER_OUT,7998.94
2627,291,WITHDRAW,33284.1
2628,1025,DEPOSIT,11960.62
2629,232,DEPOSIT,46850.83
2630,370,DEPOSIT,8092.1
2631,1363,TRANSFER_OUT,28881.3
2632,764,DEPOSIT,35444.87
2633,1289,TRANSFER_OUT,9671.53
2634,1215,DEPOSIT,28909.79
2635,972,TRANSFER_IN,49428.73
2636,369,TRANSFER_OUT,37154.94
2637,353,TRANSFER_OUT,7712.64
2638,665,TRANSFER_OUT,13369.94
2639,1436,TRANSFER_IN,32936.94
2640,1194,DEPOSIT,35385.02
2641,132,WITHDRAW,14640.67
2642,179,TRANSFER_OUT,8111.99
2643,554,DEPOSIT,32351.79
2644,756,TRANSFER_OUT,27504.78
2645,200,TRANSFER_OUT,1756.49
2646,334,DEPOSIT,929.83
2647,559,TRANSFER_IN,8476.37
2648,285,WITHDRAW,21452.44
2649,496,TRANSFER_IN,38767.43
2650,1207,DEPOSIT,1416.08
2651,439,DEPOSIT,42188.96
2652,805,TRANSFER_IN,7470.34
2653,1039,WITHDRAW,33984.14
2654,21,DEPOSIT,45843.09
2655,1205,TRANSFER_OUT,49349.26
2656,243,TRANSFER_IN,25010.98
2657,1397,DEPOSIT,36858.62
2658,956,DEPOSIT,47533.1
2659,445,DEPOSIT,47020.32
2660,1410,TRANSFER_IN,8737.58
2661,1207,DEPOSIT,37334.08
2662,498,DEPOSIT,42990.89
2663,453,TRANSFER_OUT,32440.55
2664,345,WITHDRAW,13332.81
2665,371,TRANSFER_IN,36841.84
2666,1398,WITHDRAW,32300.6
2667,300,TRANSFER_OUT,23445.69
2668,1422,WITHDRAW,21359.15
2669,1249,WITHDRAW,49014.3
2670,1223,WITHDRAW,40084.56
2671,1415,TRANSFER_OUT,22786.35
2672,1339,TRANSFER_IN,42512.99
2673,336,WITHDRAW,534.36
2674,792,DEPOSIT,19019.3
2675,823,TRANSFER_OUT,49112.73
2676,148,TRANSFER_IN,1490.8
2677,439,TRANSFER_OUT,45231.99
2678,153,TRANSFER_IN,5893.45
2679,790,TRANSFER_IN,15950.27
2680,1142,TRANSFER_IN,21950.97
2681,112,WITHDRAW,20489.6
2682,1235,DEPOSIT,28557.42
2683,1381,TRANSFER_IN,5475.18
